prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index,match_role
893,894,Cursor,OpenAI_Codex,jmoseley,dereklegenzoff,1753116764.0,1753136691.0,1753119286.0,1753127752.0,merged,merged,True,8466.0,899766976,gensx-inc/gensx,cross,1,cross
13751,13874,OpenAI_Codex,Cursor,ottenhoff,ottenhoff,1747578254.0,1750956414.0,1750893325.0,1751043880.0,closed_unmerged,merged,True,63089.0,28589709,sakaiproject/sakai,cross,0,cross
74,75,OpenAI_Codex,Cursor,malinosqui,malinosqui,1749165498.0,1749165966.0,1749165733.0,1749284120.0,closed_unmerged,merged,True,233.0,956679248,kodustech/kodus-ai,cross,1,cross
251,299,OpenAI_Codex,Cursor,sanjushahgupta,karakanb,1750090026.0,1753632580.0,1751991771.0,1751992758.0,closed_unmerged,merged,True,987.0,756594023,bruin-data/ingestr,cross,0,cross
446,460,OpenAI_Codex,Cursor,anyacherniss,pierrevalade,1749830904.0,1750083626.0,1750083527.0,1750173177.0,merged,merged,True,99.0,899127822,WorkflowAI/WorkflowAI,cross,67,cross
39,42,OpenAI_Codex,Cursor,Sls0n,Sls0n,1750604499.0,1751743131.0,1751714867.0,1751714939.0,merged,merged,True,72.0,663834147,Sls0n/Prismify,cross,0,cross
17,18,OpenAI_Codex,Cursor,acoyfellow,acoyfellow,1751330654.0,1754596619.0,1751333283.0,1751333300.0,closed_unmerged,merged,True,17.0,989324445,acoyfellow/UserDO,cross,1,cross
3664,3670,OpenAI_Codex,Cursor,samuelstroschein,samuelstroschein,1754667256.0,1757125047.0,1755028114.0,1755029991.0,closed_unmerged,closed_unmerged,True,1877.0,394757291,opral/monorepo,cross,0,cross
386,388,Cursor,OpenAI_Codex,aldinokemal,aldinokemal,1754614946.0,1754636089.0,1754628463.0,1754631583.0,merged,merged,True,3120.0,457435290,aldinokemal/go-whatsapp-web-multidevice,cross,1,cross
1539,1640,OpenAI_Codex,Cursor,nazreen,nazreen,1748614442.0,1755546027.0,1753903055.0,1753903730.0,merged,closed_unmerged,True,675.0,716778600,LayerZero-Labs/devtools,cross,0,cross
2997,3049,OpenAI_Codex,Cursor,edeNFed,edeNFed,1749591954.0,1757783998.0,1750522389.0,1750692461.0,closed_unmerged,merged,True,170072.0,501095512,odigos-io/odigos,cross,6,cross
2840,2841,Cursor,OpenAI_Codex,calbera,calbera,1751914073.0,1756145653.0,1751916304.0,1751952334.0,merged,closed_unmerged,True,36030.0,752003386,berachain/beacon-kit,cross,0,cross
3875,4046,OpenAI_Codex,Cursor,tomharmon,chitalian,1749088935.0,1752338703.0,1751694606.0,1754536772.0,merged,closed_unmerged,True,644097.0,595832198,Helicone/helicone,cross,0,cross
