prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index,sample,pair_key
77,110,Copilot,Copilot,Copilot,Copilot,1753602161.0,1753957016.0,1753883854.0,1753888544.0,closed_unmerged,closed_unmerged,False,4690.0,1019382196,web-infra-dev/rslint,same,13,s3_intra,web-infra-dev/rslint#77#110
202,204,Copilot,Copilot,Copilot,Copilot,1754614094.0,1754622219.0,1754619139.0,1754962673.0,merged,closed_unmerged,False,3080.0,1019382196,web-infra-dev/rslint,same,19,s3_intra,web-infra-dev/rslint#202#204
254,279,Cursor,Cursor,kentcdodds,kentcdodds,1751773451.0,1758171797.0,1752535414.0,1758171760.0,closed_unmerged,closed_unmerged,False,5636346.0,593184777,epicweb-dev/epicshop,same,17,s3_intra,epicweb-dev/epicshop#254#279
254,297,Cursor,Cursor,kentcdodds,kentcdodds,1751773451.0,1758171797.0,1753049488.0,1753049863.0,closed_unmerged,merged,False,375.0,593184777,epicweb-dev/epicshop,same,24,s3_intra,epicweb-dev/epicshop#254#297
279,313,Cursor,Cursor,kentcdodds,kentcdodds,1752535414.0,1758171760.0,1754087310.0,1754095741.0,closed_unmerged,merged,False,8431.0,593184777,epicweb-dev/epicshop,same,89,s3_intra,epicweb-dev/epicshop#279#313
298,333,Cursor,Cursor,kentcdodds,kentcdodds,1753052818.0,1758171787.0,1756137097.0,1756137276.0,closed_unmerged,merged,False,179.0,593184777,epicweb-dev/epicshop,same,125,s3_intra,epicweb-dev/epicshop#298#333
314,327,Cursor,Cursor,kentcdodds,kentcdodds,1754102942.0,1758169973.0,1755196230.0,1755196628.0,closed_unmerged,closed_unmerged,False,398.0,593184777,epicweb-dev/epicshop,same,135,s3_intra,epicweb-dev/epicshop#314#327
884,885,Cursor,Cursor,l1b0k,l1b0k,1757172695.0,1758542283.0,1757172939.0,1758542256.0,closed_unmerged,closed_unmerged,False,1369317.0,142563999,AliyunContainerService/terway,same,1,s3_intra,AliyunContainerService/terway#884#885
884,886,Cursor,Cursor,l1b0k,l1b0k,1757172695.0,1758542283.0,1757255113.0,1757257825.0,closed_unmerged,closed_unmerged,False,2712.0,142563999,AliyunContainerService/terway,same,2,s3_intra,AliyunContainerService/terway#884#886
884,890,Cursor,Cursor,l1b0k,l1b0k,1757172695.0,1758542283.0,1757338500.0,1757414378.0,closed_unmerged,merged,False,75878.0,142563999,AliyunContainerService/terway,same,4,s3_intra,AliyunContainerService/terway#884#890
885,886,Cursor,Cursor,l1b0k,l1b0k,1757172939.0,1758542256.0,1757255113.0,1757257825.0,closed_unmerged,closed_unmerged,False,2712.0,142563999,AliyunContainerService/terway,same,5,s3_intra,AliyunContainerService/terway#885#886
885,890,Cursor,Cursor,l1b0k,l1b0k,1757172939.0,1758542256.0,1757338500.0,1757414378.0,closed_unmerged,merged,False,75878.0,142563999,AliyunContainerService/terway,same,7,s3_intra,AliyunContainerService/terway#885#890
32204,32207,Copilot,Copilot,Copilot,Copilot,1754479868.0,1754987466.0,1754480504.0,1759137030.0,closed_unmerged,closed_unmerged,False,506962.0,54173593,storybookjs/storybook,same,6,s3_intra,storybookjs/storybook#32204#32207
32205,32207,Copilot,Copilot,Copilot,Copilot,1754479933.0,1754645524.0,1754480504.0,1759137030.0,closed_unmerged,closed_unmerged,False,165020.0,54173593,storybookjs/storybook,same,8,s3_intra,storybookjs/storybook#32205#32207
32207,32339,Copilot,Copilot,Copilot,Copilot,1754480504.0,1759137030.0,1756325607.0,1758792011.0,closed_unmerged,merged,False,2466404.0,54173593,storybookjs/storybook,same,11,s3_intra,storybookjs/storybook#32207#32339
32207,32369,Copilot,Copilot,Copilot,Copilot,1754480504.0,1759137030.0,1756803230.0,1759734943.0,closed_unmerged,closed_unmerged,False,2333800.0,54173593,storybookjs/storybook,same,12,s3_intra,storybookjs/storybook#32207#32369
32339,32369,Copilot,Copilot,Copilot,Copilot,1756325607.0,1758792011.0,1756803230.0,1759734943.0,merged,closed_unmerged,False,1988781.0,54173593,storybookjs/storybook,same,15,s3_intra,storybookjs/storybook#32339#32369
14911,14926,Copilot,Copilot,Copilot,Copilot,1758825813.0,1758910744.0,1758841749.0,1758993228.0,closed_unmerged,closed_unmerged,False,68995.0,671269505,BerriAI/litellm,same,0,s3_intra,BerriAI/litellm#14911#14926
14911,14950,Copilot,Copilot,Copilot,Copilot,1758825813.0,1758910744.0,1758906225.0,1758908609.0,closed_unmerged,closed_unmerged,False,2384.0,671269505,BerriAI/litellm,same,1,s3_intra,BerriAI/litellm#14911#14950
14914,14918,Cursor,Cursor,berri-teddy,ishaan-jaff,1758827804.0,1758840313.0,1758835643.0,1758838546.0,merged,merged,False,2903.0,671269505,BerriAI/litellm,same,2,s3_intra,BerriAI/litellm#14914#14918
14914,14920,Cursor,Cursor,berri-teddy,berri-teddy,1758827804.0,1758840313.0,1758839011.0,1758841781.0,merged,merged,False,1302.0,671269505,BerriAI/litellm,same,3,s3_intra,BerriAI/litellm#14914#14920
15359,15430,Cursor,Cursor,ishaan-jaff,berri-teddy,1759986626.0,1760226960.0,1760133642.0,1760142383.0,closed_unmerged,closed_unmerged,False,8741.0,671269505,BerriAI/litellm,same,8,s3_intra,BerriAI/litellm#15359#15430
906,909,Cursor,Cursor,YunaiV,YunaiV,1753773955.0,1754098219.0,1753859900.0,1754098206.0,closed_unmerged,closed_unmerged,False,238306.0,332357698,YunaiV/ruoyi-vue-pro,same,0,s3_intra,YunaiV/ruoyi-vue-pro#906#909
907,908,Copilot,Copilot,Copilot,Copilot,1753856590.0,1754098214.0,1753858865.0,1754098210.0,closed_unmerged,closed_unmerged,False,239345.0,332357698,YunaiV/ruoyi-vue-pro,same,1,s3_intra,YunaiV/ruoyi-vue-pro#907#908
907,912,Copilot,Copilot,Copilot,Copilot,1753856590.0,1754098214.0,1753946284.0,1754098201.0,closed_unmerged,closed_unmerged,False,151917.0,332357698,YunaiV/ruoyi-vue-pro,same,2,s3_intra,YunaiV/ruoyi-vue-pro#907#912
908,912,Copilot,Copilot,Copilot,Copilot,1753858865.0,1754098210.0,1753946284.0,1754098201.0,closed_unmerged,closed_unmerged,False,151917.0,332357698,YunaiV/ruoyi-vue-pro,same,3,s3_intra,YunaiV/ruoyi-vue-pro#908#912
149687,149694,Copilot,Copilot,Copilot,Copilot,1753896869.0,1753956364.0,1753900028.0,1754480977.0,merged,closed_unmerged,False,56336.0,12888993,home-assistant/core,same,0,s3_intra,home-assistant/core#149687#149694
149694,149748,Copilot,Copilot,Copilot,Copilot,1753900028.0,1754480977.0,1753968302.0,1753987937.0,closed_unmerged,merged,False,19635.0,12888993,home-assistant/core,same,4,s3_intra,home-assistant/core#149694#149748
5542,5547,Copilot,Copilot,Copilot,Copilot,1753979946.0,1754033912.0,1754021852.0,1754026618.0,merged,closed_unmerged,False,4766.0,693187866,rolldown/rolldown,same,0,s3_intra,rolldown/rolldown#5542#5547
5542,5548,Copilot,Copilot,Copilot,Copilot,1753979946.0,1754033912.0,1754026347.0,1754032723.0,merged,closed_unmerged,False,6376.0,693187866,rolldown/rolldown,same,1,s3_intra,rolldown/rolldown#5542#5548
6070,6071,Claude_Code,Claude_Code,hyf0,hyf0,1757335422.0,1757389948.0,1757337814.0,1757337899.0,merged,closed_unmerged,False,85.0,693187866,rolldown/rolldown,same,6,s3_intra,rolldown/rolldown#6070#6071
6662,6664,Copilot,Copilot,Copilot,Copilot,1761124078.0,1761295286.0,1761132276.0,1761202247.0,closed_unmerged,merged,False,69971.0,693187866,rolldown/rolldown,same,9,s3_intra,rolldown/rolldown#6662#6664
6662,6682,Copilot,Copilot,Copilot,Copilot,1761124078.0,1761295286.0,1761289805.0,1761290964.0,closed_unmerged,merged,False,1159.0,693187866,rolldown/rolldown,same,11,s3_intra,rolldown/rolldown#6662#6682
2207,2604,OpenAI_Codex,OpenAI_Codex,vitarb,vitarb,1749680264.0,1758057081.0,1757624346.0,1757749988.0,closed_unmerged,merged,False,125642.0,775743011,valkey-io/valkey,same,0,s3_intra,valkey-io/valkey#2207#2604
80,82,Copilot,Copilot,Copilot,Copilot,1752546184.0,1752811145.0,1752546856.0,1752956185.0,merged,closed_unmerged,False,264289.0,628067244,Mr-Quin/danmaku-anywhere,same,0,s3_intra,Mr-Quin/danmaku-anywhere#80#82
97,98,Cursor,Cursor,Mr-Quin,Mr-Quin,1754162389.0,1754192423.0,1754165758.0,1754202613.0,merged,merged,False,26665.0,628067244,Mr-Quin/danmaku-anywhere,same,2,s3_intra,Mr-Quin/danmaku-anywhere#97#98
115,118,Cursor,Cursor,Mr-Quin,Mr-Quin,1755326643.0,1755382288.0,1755329315.0,1755387457.0,merged,merged,False,52973.0,628067244,Mr-Quin/danmaku-anywhere,same,5,s3_intra,Mr-Quin/danmaku-anywhere#115#118
1265,1266,Copilot,Copilot,Copilot,Copilot,1759146722.0,1759994815.0,1759146806.0,1759220544.0,merged,closed_unmerged,False,73738.0,832452447,web-infra-dev/midscene,same,0,s3_intra,web-infra-dev/midscene#1265#1266
1265,1279,Copilot,Copilot,Copilot,Copilot,1759146722.0,1759994815.0,1759979665.0,1760357334.0,merged,merged,False,15150.0,832452447,web-infra-dev/midscene,same,1,s3_intra,web-infra-dev/midscene#1265#1279
1265,1280,Copilot,Copilot,Copilot,Copilot,1759146722.0,1759994815.0,1759979713.0,1760008417.0,merged,merged,False,15102.0,832452447,web-infra-dev/midscene,same,2,s3_intra,web-infra-dev/midscene#1265#1280
1279,1289,Copilot,Copilot,Copilot,Copilot,1759979665.0,1760357334.0,1760013330.0,1760063653.0,merged,merged,False,50323.0,832452447,web-infra-dev/midscene,same,5,s3_intra,web-infra-dev/midscene#1279#1289
1279,1303,Copilot,Copilot,Copilot,Copilot,1759979665.0,1760357334.0,1760152955.0,1760164986.0,merged,closed_unmerged,False,12031.0,832452447,web-infra-dev/midscene,same,7,s3_intra,web-infra-dev/midscene#1279#1303
5053,5078,Copilot,Copilot,Copilot,Copilot,1750925488.0,1752477054.0,1751529045.0,1751558068.0,closed_unmerged,merged,False,29023.0,35030133,owid/owid-grapher,same,0,s3_intra,owid/owid-grapher#5053#5078
5326,5360,Copilot,Copilot,Copilot,Copilot,1756217413.0,1758226268.0,1756732299.0,1756742586.0,merged,closed_unmerged,False,10287.0,35030133,owid/owid-grapher,same,1,s3_intra,owid/owid-grapher#5326#5360
5326,5393,Copilot,Copilot,Copilot,Copilot,1756217413.0,1758226268.0,1757603682.0,1757688951.0,merged,merged,False,85269.0,35030133,owid/owid-grapher,same,2,s3_intra,owid/owid-grapher#5326#5393
1761,1786,Claude_Code,Claude_Code,justin808,justin808,1756960316.0,1758702121.0,1758094221.0,1758186370.0,closed_unmerged,merged,False,92149.0,41117523,shakacode/react_on_rails,same,0,s3_intra,shakacode/react_on_rails#1761#1786
1761,1787,Claude_Code,Claude_Code,justin808,justin808,1756960316.0,1758702121.0,1758099460.0,1758338882.0,closed_unmerged,merged,False,239422.0,41117523,shakacode/react_on_rails,same,1,s3_intra,shakacode/react_on_rails#1761#1787
1761,1791,Claude_Code,Claude_Code,justin808,AbanoubGhadban,1756960316.0,1758702121.0,1758227580.0,1758337253.0,closed_unmerged,merged,False,109673.0,41117523,shakacode/react_on_rails,same,2,s3_intra,shakacode/react_on_rails#1761#1791
1786,1787,Claude_Code,Claude_Code,justin808,justin808,1758094221.0,1758186370.0,1758099460.0,1758338882.0,merged,merged,False,86910.0,41117523,shakacode/react_on_rails,same,4,s3_intra,shakacode/react_on_rails#1786#1787
1787,1791,Claude_Code,Claude_Code,justin808,AbanoubGhadban,1758099460.0,1758338882.0,1758227580.0,1758337253.0,merged,merged,False,109673.0,41117523,shakacode/react_on_rails,same,5,s3_intra,shakacode/react_on_rails#1787#1791
10855,10856,Copilot,Copilot,Copilot,Copilot,1752548585.0,1752551999.0,1752548597.0,1752553572.0,closed_unmerged,closed_unmerged,False,3402.0,115110181,swc-project/swc,same,0,s3_intra,swc-project/swc#10855#10856
11013,11018,Copilot,Copilot,Copilot,Copilot,1755603877.0,1755771596.0,1755770921.0,1755772047.0,merged,merged,False,675.0,115110181,swc-project/swc,same,1,s3_intra,swc-project/swc#11013#11018
11127,11128,Copilot,Copilot,Copilot,Copilot,1759065205.0,1759066168.0,1759065225.0,1761254334.0,closed_unmerged,closed_unmerged,False,943.0,115110181,swc-project/swc,same,2,s3_intra,swc-project/swc#11127#11128
11150,11151,Claude_Code,Claude_Code,delino[bot],delino[bot],1760876384.0,1760931583.0,1760876424.0,1760884267.0,merged,merged,False,7843.0,115110181,swc-project/swc,same,3,s3_intra,swc-project/swc#11150#11151
1809,1836,Cursor,Cursor,imbhargav5,imbhargav5,1752500879.0,1758439317.0,1753180423.0,1753180514.0,closed_unmerged,merged,False,91.0,156734327,imbhargav5/rooks,same,35,s3_intra,imbhargav5/rooks#1809#1836
1809,1838,Cursor,Cursor,imbhargav5,imbhargav5,1752500879.0,1758439317.0,1753180767.0,1753183606.0,closed_unmerged,merged,False,2839.0,156734327,imbhargav5/rooks,same,36,s3_intra,imbhargav5/rooks#1809#1838
1815,1822,Cursor,Cursor,imbhargav5,imbhargav5,1753084238.0,1753110088.0,1753110054.0,1753110064.0,closed_unmerged,merged,False,10.0,156734327,imbhargav5/rooks,same,59,s3_intra,imbhargav5/rooks#1815#1822
1818,1819,Cursor,Cursor,imbhargav5,imbhargav5,1753090158.0,1753109594.0,1753090166.0,1753090411.0,merged,merged,False,245.0,156734327,imbhargav5/rooks,same,65,s3_intra,imbhargav5/rooks#1818#1819
1835,1836,Cursor,Cursor,imbhargav5,imbhargav5,1753180413.0,1753180583.0,1753180423.0,1753180514.0,merged,merged,False,91.0,156734327,imbhargav5/rooks,same,66,s3_intra,imbhargav5/rooks#1835#1836
4859,4894,OpenAI_Codex,OpenAI_Codex,caic99,caic99,1754034946.0,1756655037.0,1755245882.0,1755527089.0,merged,merged,False,281207.0,114006193,deepmodeling/deepmd-kit,same,1,s3_intra,deepmodeling/deepmd-kit#4859#4894
4859,4919,OpenAI_Codex,OpenAI_Codex,caic99,caic99,1754034946.0,1756655037.0,1756187815.0,1756211866.0,merged,merged,False,24051.0,114006193,deepmodeling/deepmd-kit,same,2,s3_intra,deepmodeling/deepmd-kit#4859#4919
4904,4916,Copilot,Copilot,Copilot,Copilot,1755839191.0,1757657155.0,1756133618.0,1756374948.0,closed_unmerged,merged,False,241330.0,114006193,deepmodeling/deepmd-kit,same,13,s3_intra,deepmodeling/deepmd-kit#4904#4916
4937,4943,Copilot,Copilot,Copilot,Copilot,1756448706.0,1759134825.0,1756484123.0,1756812950.0,merged,merged,False,328827.0,114006193,deepmodeling/deepmd-kit,same,49,s3_intra,deepmodeling/deepmd-kit#4937#4943
4937,4967,Copilot,Copilot,Copilot,Copilot,1756448706.0,1759134825.0,1757331246.0,1757943029.0,merged,merged,False,611783.0,114006193,deepmodeling/deepmd-kit,same,54,s3_intra,deepmodeling/deepmd-kit#4937#4967
87,88,OpenAI_Codex,OpenAI_Codex,bhauman,bhauman,1755538163.0,1759632056.0,1755538579.0,1755560964.0,closed_unmerged,closed_unmerged,False,22385.0,957163661,bhauman/clojure-mcp,same,0,s3_intra,bhauman/clojure-mcp#87#88
22309,22312,Copilot,Copilot,Copilot,Copilot,1752251522.0,1753961514.0,1752253293.0,1752291100.0,merged,closed_unmerged,False,37807.0,391740664,open-metadata/OpenMetadata,same,31,s3_intra,open-metadata/OpenMetadata#22309#22312
22865,22956,Copilot,Copilot,Copilot,Copilot,1754889308.0,1755506459.0,1755496553.0,1755585882.0,merged,merged,False,9906.0,391740664,open-metadata/OpenMetadata,same,58,s3_intra,open-metadata/OpenMetadata#22865#22956
3727,3818,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1737411316.0,1738166750.0,1738103050.0,1738113783.0,closed_unmerged,closed_unmerged,False,10733.0,633262635,onyx-dot-app/onyx,same,11,s3_intra,onyx-dot-app/onyx#3727#3818
3727,3819,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1737411316.0,1738166750.0,1738103971.0,1738114163.0,closed_unmerged,merged,False,10192.0,633262635,onyx-dot-app/onyx,same,12,s3_intra,onyx-dot-app/onyx#3727#3819
3816,3825,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1738097222.0,1738944890.0,1738115931.0,1738261614.0,closed_unmerged,merged,False,145683.0,633262635,onyx-dot-app/onyx,same,22,s3_intra,onyx-dot-app/onyx#3816#3825
3849,3924,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1738206804.0,1739032730.0,1738861646.0,1739636150.0,closed_unmerged,closed_unmerged,False,171084.0,633262635,onyx-dot-app/onyx,same,32,s3_intra,onyx-dot-app/onyx#3849#3924
5229,5233,Cursor,Cursor,wenxi-onyx,wenxi-onyx,1755743465.0,1756683389.0,1755749624.0,1759870200.0,closed_unmerged,closed_unmerged,False,933765.0,633262635,onyx-dot-app/onyx,same,38,s3_intra,onyx-dot-app/onyx#5229#5233
10619,10630,Cursor,Cursor,anthonyshew,anthonyshew,1751371296.0,1751906665.0,1751509761.0,1751550531.0,merged,merged,False,40770.0,413918947,vercel/turborepo,same,7,s3_intra,vercel/turborepo#10619#10630
10623,10630,Cursor,Cursor,anthonyshew,anthonyshew,1751422284.0,1751909761.0,1751509761.0,1751550531.0,closed_unmerged,merged,False,40770.0,413918947,vercel/turborepo,same,8,s3_intra,vercel/turborepo#10623#10630
10916,10919,Cursor,Cursor,anthonyshew,anthonyshew,1759427315.0,1759515101.0,1759472212.0,1759507218.0,merged,closed_unmerged,False,35006.0,413918947,vercel/turborepo,same,10,s3_intra,vercel/turborepo#10916#10919
10945,10955,Cursor,Cursor,anthonyshew,anthonyshew,1759926281.0,1760534899.0,1760104468.0,1760112572.0,merged,merged,False,8104.0,413918947,vercel/turborepo,same,13,s3_intra,vercel/turborepo#10945#10955
10955,10956,Cursor,Cursor,anthonyshew,anthonyshew,1760104468.0,1760112572.0,1760104682.0,1760106191.0,merged,closed_unmerged,False,1509.0,413918947,vercel/turborepo,same,16,s3_intra,vercel/turborepo#10955#10956
868,1021,OpenAI_Codex,OpenAI_Codex,kolaente,kolaente,1749050469.0,1750858835.0,1750847802.0,1750850799.0,closed_unmerged,merged,False,2997.0,159556794,go-vikunja/vikunja,same,40,s3_intra,go-vikunja/vikunja#868#1021
913,1034,OpenAI_Codex,OpenAI_Codex,kolaente,kolaente,1749582401.0,1751474900.0,1750972829.0,1750975127.0,closed_unmerged,merged,False,2298.0,159556794,go-vikunja/vikunja,same,200,s3_intra,go-vikunja/vikunja#913#1034
930,937,OpenAI_Codex,OpenAI_Codex,kolaente,kolaente,1749725748.0,1749906762.0,1749800425.0,1749800755.0,merged,merged,False,330.0,159556794,go-vikunja/vikunja,same,230,s3_intra,go-vikunja/vikunja#930#937
1001,1072,OpenAI_Codex,OpenAI_Codex,kolaente,kolaente,1750756048.0,1755009230.0,1751484931.0,1751488885.0,merged,merged,False,3954.0,159556794,go-vikunja/vikunja,same,256,s3_intra,go-vikunja/vikunja#1001#1072
1620,1623,OpenAI_Codex,OpenAI_Codex,kolaente,kolaente,1759957696.0,1760009607.0,1759960262.0,1759997257.0,merged,merged,False,36995.0,159556794,go-vikunja/vikunja,same,311,s3_intra,go-vikunja/vikunja#1620#1623
1780,1785,Claude_Code,Claude_Code,delano,delano,1759730269.0,1761342720.0,1759815928.0,1759816365.0,merged,closed_unmerged,False,437.0,7913195,onetimesecret/onetimesecret,same,0,s3_intra,onetimesecret/onetimesecret#1780#1785
1780,1786,Claude_Code,Claude_Code,delano,delano,1759730269.0,1761342720.0,1759816374.0,1759817668.0,merged,merged,False,1294.0,7913195,onetimesecret/onetimesecret,same,1,s3_intra,onetimesecret/onetimesecret#1780#1786
1780,1801,Claude_Code,Claude_Code,delano,delano,1759730269.0,1761342720.0,1760141383.0,1760141481.0,merged,closed_unmerged,False,98.0,7913195,onetimesecret/onetimesecret,same,2,s3_intra,onetimesecret/onetimesecret#1780#1801
1780,1808,Claude_Code,Claude_Code,delano,delano,1759730269.0,1761342720.0,1760771707.0,1760773331.0,merged,merged,False,1624.0,7913195,onetimesecret/onetimesecret,same,3,s3_intra,onetimesecret/onetimesecret#1780#1808
1780,1810,Claude_Code,Claude_Code,delano,delano,1759730269.0,1761342720.0,1760935518.0,1760935602.0,merged,closed_unmerged,False,84.0,7913195,onetimesecret/onetimesecret,same,4,s3_intra,onetimesecret/onetimesecret#1780#1810
3973,3977,OpenAI_Codex,OpenAI_Codex,shai-almog,shai-almog,1760696560.0,1760927116.0,1760714450.0,1760714822.0,merged,merged,False,372.0,32973467,codenameone/CodenameOne,same,15,s3_intra,codenameone/CodenameOne#3973#3977
3973,3979,OpenAI_Codex,OpenAI_Codex,shai-almog,shai-almog,1760696560.0,1760927116.0,1760718377.0,1760722038.0,merged,merged,False,3661.0,32973467,codenameone/CodenameOne,same,17,s3_intra,codenameone/CodenameOne#3973#3979
4046,4047,OpenAI_Codex,OpenAI_Codex,shai-almog,shai-almog,1761152674.0,1761178888.0,1761152758.0,1761153594.0,merged,merged,False,836.0,32973467,codenameone/CodenameOne,same,74,s3_intra,codenameone/CodenameOne#4046#4047
4046,4050,OpenAI_Codex,OpenAI_Codex,shai-almog,shai-almog,1761152674.0,1761178888.0,1761155467.0,1761155725.0,merged,merged,False,258.0,32973467,codenameone/CodenameOne,same,77,s3_intra,codenameone/CodenameOne#4046#4050
4058,4062,OpenAI_Codex,OpenAI_Codex,shai-almog,shai-almog,1761228382.0,1761275291.0,1761241157.0,1761295992.0,merged,closed_unmerged,False,34134.0,32973467,codenameone/CodenameOne,same,101,s3_intra,codenameone/CodenameOne#4058#4062
2124,2131,OpenAI_Codex,OpenAI_Codex,Yonom,AVGVSTVS96,1750208027.0,1755564235.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,False,978546.0,722184017,assistant-ui/assistant-ui,same,1,s3_intra,assistant-ui/assistant-ui#2124#2131
2125,2130,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1750209244.0,1751466464.0,1750266128.0,1751034262.0,closed_unmerged,closed_unmerged,False,768134.0,722184017,assistant-ui/assistant-ui,same,3,s3_intra,assistant-ui/assistant-ui#2125#2130
2125,2142,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1750209244.0,1751466464.0,1750728336.0,1751466464.0,closed_unmerged,closed_unmerged,False,738128.0,722184017,assistant-ui/assistant-ui,same,4,s3_intra,assistant-ui/assistant-ui#2125#2142
2130,2142,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1750266128.0,1751034262.0,1750728336.0,1751466464.0,closed_unmerged,closed_unmerged,False,305926.0,722184017,assistant-ui/assistant-ui,same,5,s3_intra,assistant-ui/assistant-ui#2130#2142
2406,2407,Copilot,Copilot,Copilot,Copilot,1757135341.0,1757565245.0,1757143405.0,1757531625.0,merged,merged,False,388220.0,722184017,assistant-ui/assistant-ui,same,6,s3_intra,assistant-ui/assistant-ui#2406#2407
2022,2029,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1747155813.0,1750181915.0,1747427866.0,1747671672.0,closed_unmerged,closed_unmerged,False,243806.0,392768635,faros-ai/airbyte-connectors,same,3,s3_intra,faros-ai/airbyte-connectors#2022#2029
2022,2030,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1747155813.0,1750181915.0,1747440501.0,1747441949.0,closed_unmerged,closed_unmerged,False,1448.0,392768635,faros-ai/airbyte-connectors,same,4,s3_intra,faros-ai/airbyte-connectors#2022#2030
2022,2076,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1747155813.0,1750181915.0,1749244980.0,1750089142.0,closed_unmerged,closed_unmerged,False,844162.0,392768635,faros-ai/airbyte-connectors,same,15,s3_intra,faros-ai/airbyte-connectors#2022#2076
2022,2078,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1747155813.0,1750181915.0,1749252864.0,1749271143.0,closed_unmerged,closed_unmerged,False,18279.0,392768635,faros-ai/airbyte-connectors,same,16,s3_intra,faros-ai/airbyte-connectors#2022#2078
2044,2078,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1748541472.0,1749309390.0,1749252864.0,1749271143.0,closed_unmerged,closed_unmerged,False,18279.0,392768635,faros-ai/airbyte-connectors,same,30,s3_intra,faros-ai/airbyte-connectors#2044#2078
3463,3472,OpenAI_Codex,OpenAI_Codex,gaby,gaby,1747794801.0,1748345009.0,1748061642.0,1748120495.0,merged,closed_unmerged,False,58853.0,234231371,gofiber/fiber,same,5,s3_intra,gofiber/fiber#3463#3472
3476,3522,OpenAI_Codex,OpenAI_Codex,ReneWerner87,gaby,1748122337.0,1750675673.0,1750126937.0,1750402055.0,merged,merged,False,275118.0,234231371,gofiber/fiber,same,29,s3_intra,gofiber/fiber#3476#3522
3522,3524,OpenAI_Codex,OpenAI_Codex,gaby,gaby,1750126937.0,1750402055.0,1750166229.0,1750251391.0,merged,merged,False,85162.0,234231371,gofiber/fiber,same,114,s3_intra,gofiber/fiber#3522#3524
3651,3682,OpenAI_Codex,OpenAI_Codex,ReneWerner87,ReneWerner87,1754057782.0,1755186897.0,1755091645.0,1755152143.0,closed_unmerged,merged,False,60498.0,234231371,gofiber/fiber,same,145,s3_intra,gofiber/fiber#3651#3682
3700,3703,OpenAI_Codex,OpenAI_Codex,ReneWerner87,ReneWerner87,1755774604.0,1755900763.0,1755846409.0,1756187655.0,closed_unmerged,merged,False,54354.0,234231371,gofiber/fiber,same,152,s3_intra,gofiber/fiber#3700#3703
982,989,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1735872277.0,1736201254.0,1736124574.0,1736141845.0,closed_unmerged,closed_unmerged,False,17271.0,820087727,onlook-dev/onlook,same,21,s3_intra,onlook-dev/onlook#982#989
1481,1495,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1740641938.0,1741213494.0,1740861581.0,1741056066.0,merged,merged,False,194485.0,820087727,onlook-dev/onlook,same,249,s3_intra,onlook-dev/onlook#1481#1495
1561,1634,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1741384596.0,1747260209.0,1742275374.0,1742276845.0,closed_unmerged,merged,False,1471.0,820087727,onlook-dev/onlook,same,276,s3_intra,onlook-dev/onlook#1561#1634
1849,2171,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1747373583.0,1750887762.0,1749770914.0,1749771488.0,closed_unmerged,merged,False,574.0,820087727,onlook-dev/onlook,same,341,s3_intra,onlook-dev/onlook#1849#2171
2657,2752,Devin,Devin,devin-ai-integration[bot],devin-ai-integration[bot],1755026384.0,1758050563.0,1756098007.0,1756101252.0,closed_unmerged,merged,False,3245.0,820087727,onlook-dev/onlook,same,442,s3_intra,onlook-dev/onlook#2657#2752
4310,4793,OpenAI_Codex,OpenAI_Codex,TylerBarnes,TylerBarnes,1747441174.0,1752592980.0,1749237912.0,1749238590.0,closed_unmerged,closed_unmerged,False,678.0,839037098,mastra-ai/mastra,same,3,s3_intra,mastra-ai/mastra#4310#4793
6292,6330,Cursor,Cursor,abhiaiyer91,abhiaiyer91,1753409431.0,1753727100.0,1753498929.0,1753719960.0,closed_unmerged,closed_unmerged,False,221031.0,839037098,mastra-ai/mastra,same,5,s3_intra,mastra-ai/mastra#6292#6330
8507,8508,OpenAI_Codex,OpenAI_Codex,calcsam,calcsam,1759682451.0,1759687962.0,1759682547.0,1759685230.0,merged,merged,False,2683.0,839037098,mastra-ai/mastra,same,10,s3_intra,mastra-ai/mastra#8507#8508
